"","Action","Adventure","Animation","Biography","Comedy","Crime","Documentary","Drama","Family","Fantacy","History","Horror","Music","Mystery","Romance","Sci_Fi","Sport","Thriller","War","Western","color"
"1",193450.986842105,157379.280612245,67684.375,171486.734177215,106343.991017964,198225.007462687,411658,152765.34375,92396.4909090909,197045.567567568,233869.882352941,251851.621621622,157744.617647059,222251.485714286,107716.265734266,198128.241758242,204986.416666667,219649.086419753,182400.1875,90724,1
"2",30120.8771929825,25748.0153061224,11947.234375,25411.3670886076,21922.0628742515,21565.5671641791,7922.5,25198.0513392857,21203.6363636364,26611.7432432432,50541.8235294118,35350.8648648649,23430.1764705882,29483.3571428571,26594.1538461538,32993.4065934066,19661.1666666667,26563.5432098765,30584.625,15196.8333333333,2
"3",10087.9166666667,8269.49489795918,6473.171875,5469.32911392405,6863.09281437126,7278.84328358209,4500.5,6656.33035714286,4893.61818181818,7986.58108108108,13021.4117647059,9193.71621621622,7847.38235294118,8997.25714285714,6379.8951048951,9131.45054945055,1712.16666666667,6764.84567901235,15807.875,5926.66666666667,3
"4",4513.96052631579,3733.15816326531,4107.421875,1718.62025316456,2986.46706586826,3520.08955223881,2270,2646.12946428571,1348.43636363636,3292.04054054054,10661.4705882353,5274.86486486487,2213.85294117647,4267.75714285714,1501.75524475524,4146.67032967033,789.416666666667,3215.74074074074,2459.375,1731.66666666667,4
"5",2529.79824561404,2226.64285714286,2551.21875,940.556962025316,2025.94610778443,2524.52985074627,1627.5,1726.61383928571,677.490909090909,1663.09459459459,4743.88235294118,3912.85135135135,1362.14705882353,2620.85714285714,527.13986013986,2387.57142857143,229.541666666667,2133.99382716049,345.8125,466.333333333333,5
"6",3383.30701754386,1584.21428571429,1522.546875,1142.63291139241,2827.56586826347,4843.33582089552,842.5,1576.87723214286,596.836363636364,1450.60810810811,2146.11764705882,3171.55405405405,5459.17647058824,2122.2,2468.67832167832,2061.85714285714,207.166666666667,1520.16049382716,111.6875,268.166666666667,6
"7",2942.74561403509,1497.39285714286,1236.71875,2126.17721518987,3868.62275449102,3914.5,181.5,2013.50892857143,1494.56363636364,707.689189189189,1265.35294117647,3556.72972972973,1291.82352941176,1748.41428571429,3029.8951048951,2422.58241758242,290.083333333333,1158.85802469136,200.8125,665,7
"8",2275,1705.11734693878,2650.421875,741.962025316456,5067.41017964072,3186.03731343284,14.5,1526.17410714286,9698.18181818182,229.418918918919,452.294117647059,3748.43243243243,832.764705882353,1236.54285714286,2607.97902097902,2560.94505494505,234.958333333333,1340.4012345679,20.75,2823.66666666667,8
"9",1173.57456140351,1342.15306122449,582.015625,38.1898734177215,2401.54491017964,319.567164179104,0,387.488839285714,3893.72727272727,265.256756756757,91.0588235294118,5367.27027027027,270.676470588235,5744.78571428571,442.685314685315,937.230769230769,4.125,2273.6975308642,30.6875,309.666666666667,9
"10",46.7280701754386,83.4489795918367,96.5,8.36708860759494,72.1976047904192,16.089552238806,0,12.90625,72.2,5.75675675675676,0.0588235294117647,113.351351351351,9.91176470588235,151.014285714286,42.3216783216783,132.263736263736,0.0833333333333333,14.216049382716,0,5.16666666666667,10
"11",610.298245614035,1628.96428571429,2669.421875,73.1645569620253,1294.0119760479,215.977611940299,15.5,706.464285714286,851.4,1336.75675675676,71.1764705882353,228.675675675676,49.6176470588235,507.742857142857,554.629370629371,220.296703296703,787.125,300.487654320988,142.75,88,11
"12",1386.88157894737,2641.14285714286,2393.765625,2640.24050632911,2258.77844311377,1379.17910447761,12,2677.63392857143,2192.23636363636,3304.21621621622,5507.82352941176,2129.72972972973,823.205882352941,2885.8,3269.88111888112,1108.85714285714,1239.25,2438.68518518519,2053.25,867.833333333333,12
