,id,header,genre,director,star,gross,director,company,# of faces/characters,# of main recognizable stars,num_face_machine,face_poster_proportion
346,2013022,The Wolverine,"Action, Adventure, Sci-Fi",James Mangold,"Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima",132550000,0,1,1,1,7,0.402182222
347,2013023,Lone Survivor,"Action, Biography, Drama",Peter Berg,"Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster",125070000,0,1,1,1,2,0.018809611
348,2013024,G.I. Joe: Retaliation,"Action, Adventure, Sci-Fi",Jon M. Chu,"Dwayne Johnson, Channing Tatum, Adrianne Palicki, Byung-hun Lee",122510000,0,1,7,6,0,0
349,2013025,Cloudy with a Chance of Meatballs 2,"Animation, Adventure, Comedy","Cody Cameron, Kris Pearn","Bill Hader, Anna Faris, Will Forte, Neil Patrick Harris",119790000,0,1,15,15,8,0.08844376
350,2013026,Now You See Me,"Crime, Mystery, Thriller",Louis Leterrier,"Jesse Eisenberg, Common, Mark Ruffalo, Woody Harrelson",117700000,0,1,8,8,0,0
351,2013027,The Wolf of Wall Street,"Biography, Comedy, Crime",Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",116870000,1,1,20,1,4,0.024275701
352,2013028,The Butler,"Biography, Drama",Lee Daniels,"Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda",116630000,1,1,1,0,6,0.077264095
353,2013029,The Hangover Part III,"Comedy, Crime",Todd Phillips,"Bradley Cooper, Zach Galifianakis, Ed Helms, Justin Bartha",112190000,0,1,3,3,0,0
354,2013030,Epic,"Animation, Adventure, Family",Chris Wedge,"Amanda Seyfried, Josh Hutcherson, Beyoncí© Knowles, Colin Farrell",107520000,0,1,7,7,2,0.025848532
355,2013031,Captain Phillips,"Biography, Drama, Thriller",Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener",107100000,1,1,2,0,2,0.04620944
356,2013032,Bad Grandpa,Comedy,Jeff Tremaine,"Johnny Knoxville, Jackson Nicoll, Greg Harris, Georgina Cates",101980000,0,1,2,2,0,0
357,2013033,Pacific Rim,"Action, Adventure, Sci-Fi",Guillermo del Toro,"Idris Elba, Charlie Hunnam, Rinko Kikuchi, Charlie Day",101790000,1,1,4,2,0,0
358,2013034,This Is the End,"Comedy, Fantasy","Evan Goldberg, Seth Rogen","James Franco, Jonah Hill, Seth Rogen, Jay Baruchel",101470000,0,1,6,6,1,0.036928994
359,2013035,Olympus Has Fallen,"Action, Thriller",Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett",98900000,0,1,3,3,3,0.154474777
360,2013036,42,"Biography, Drama, Sport",Brian Helgeland,"Chadwick Boseman, T.R. Knight, Harrison Ford, Nicole Beharie",9.50E+07,0,1,1,0,3,0.124613333
361,2013037,Elysium,"Action, Drama, Sci-Fi",Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga",93050000,1,1,1,1,0,0
362,2013038,Planes,"Animation, Adventure, Comedy",Klay Hall,"Carlos Alazraqui, Dane Cook, Stacy Keach, Brad Garrett",90280000,0,1,3,3,1,0.047008902
363,2013039,The Lone Ranger,"Action, Adventure, Western",Gore Verbinski,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson",89290000,0,1,7,4,2,0.020618694
364,2013040,Oblivion,"Action, Adventure, Mystery",Joseph Kosinski,"Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko",89020000,1,1,1,0,1,0.004167656
365,2013041,Insidious: Chapter 2,"Horror, Thriller",James Wan,"Patrick Wilson, Rose Byrne, Barbara Hershey, Lin Shaye",83570000,0,1,3,2,2,0.012836767
366,2013042,Saving Mr. Banks,"Biography, Comedy, Drama",John Lee Hancock,"Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell",83300000,0,1,2,0,0,0
367,2013043,Turbo,"Animation, Adventure, Comedy",David Soren,"Ryan Reynolds, Paul Giamatti, Maya Rudolph, Samuel L. Jackson",83020000,0,1,9,6,0,0
368,2013044,2 Guns,"Action, Comedy, Crime",Baltasar Kormíçkur,"Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton",75570000,0,1,2,2,1,0.009259644
369,2013045,White House Down,"Action, Drama, Thriller",Roland Emmerich,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke",73100000,1,1,2,2,8,0.102534921
370,2013046,Safe Haven,"Drama, Romance, Thriller",Lasse Hallstrí_m,"Julianne Hough, Josh Duhamel, Cobie Smulders, David Lyons",71350000,1,1,2,2,4,0.029720414
371,2013047,The Smurfs 2,"Animation, Adventure, Comedy",Raja Gosnell,"Neil Patrick Harris, Jayma Mays, Katy Perry, Hank Azaria",71020000,0,1,6,6,2,0.039474074
372,2013048,The Best Man Holiday,"Comedy, Drama",Malcolm D. Lee,"Monica Calhoun, Morris Chestnut, Melissa De Sousa, Taye Diggs",70490000,0,1,9,9,4,0.062626996
373,2013049,Percy Jackson: Sea of Monsters,"Adventure, Family, Fantasy",Thor Freudenthal,"Logan Lerman, Alexandra Daddario, Brandon T. Jackson, Nathan Fillion",68560000,0,1,1,0,5,0.028144216
374,2013050,A Good Day to Die Hard,"Action, Thriller",John Moore,"Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead",67340000,0,1,2,2,0,0
375,2013051,Warm Bodies,"Comedy, Horror, Romance",Jonathan Levine,"Nicholas Hoult, Teresa Palmer, John Malkovich, Analeigh Tipton",66360000,0,1,30,2,0,0
376,2013052,Jack the Giant Slayer,"Adventure, Fantasy",Bryan Singer,"Nicholas Hoult, Stanley Tucci, Ewan McGregor, Bill Nighy",65170000,0,1,2,2,0,0
377,2013053,The Purge,"Horror, Sci-Fi, Thriller",James DeMonaco,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane",64420000,0,1,1,0,2,0.023053412
378,2013054,Last Vegas,Comedy,Jon Turteltaub,"Robert De Niro, Michael Douglas, Morgan Freeman, Kevin Kline",63910000,0,1,4,4,0,0
379,2013055,Ender's Game,"Action, Sci-Fi",Gavin Hood,"Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin",61660000,0,1,7,6,4,0.045620178
380,2013056,Prisoners,"Crime, Drama, Mystery",Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Melissa Leo",60960000,0,1,4,2,7,0.032108309
381,2013057,After Earth,"Action, Adventure, Sci-Fi",M. Night Shyamalan,"Jaden Smith, David Denman, Will Smith, Sophie Okonedo",60520000,0,1,2,2,6,0.827576296
382,2013058,The Secret Life of Walter Mitty,"Adventure, Comedy, Drama",Ben Stiller,"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn",58230000,0,1,1,1,0,0
383,2013059,Escape from Planet Earth,"Animation, Adventure, Comedy",Cal Brunker,"Brendan Fraser, Sarah Jessica Parker, Jessica Alba, Rob Corddry",57010000,0,1,20,5,1,0.007063798
384,2013060,12 Years a Slave,"Biography, Drama, History",Steve McQueen,"Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender, Brad Pitt",56670000,1,1,1,1,1,0.012832344
385,2013061,Free Birds,"Animation, Adventure, Comedy",Jimmy Hayward,"Woody Harrelson, Owen Wilson, Dan Fogler, Amy Poehler",55750000,0,1,25,3,1,0.021077558
386,2013062,Hansel & Gretel: Witch Hunters,"Action, Fantasy, Horror",Tommy Wirkola,"Jeremy Renner, Gemma Arterton, Peter Stormare, Famke Janssen",55680000,0,1,2,2,1,0.00877071
387,2013063,Evil Dead,Horror,Fede Alvarez,"Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci",54240000,0,1,1,1,4,0.109396552
388,2013064,RED 2,"Action, Comedy, Crime",Dean Parisot,"Bruce Willis, Helen Mirren, John Malkovich, Anthony Hopkins",53220000,0,1,6,6,0,0
389,2013065,A Madea Christmas,"Comedy, Drama",Tyler Perry,"Tyler Perry, Chad Michael Murray, Tika Sumpter, Larry the Cable Guy",52530000,1,1,5,5,0,0
390,2013066,Temptation: Confessions of a Marriage Counselor,"Drama, Thriller",Tyler Perry,"Jurnee Smollett-Bell, Vanessa Williams, Brandy Norwood, Kim Kardashian West",51950000,1,1,1,0,1,0.006077151
391,2013067,The Call,"Crime, Thriller",Brad Anderson,"Halle Berry, Evie Thompson, Abigail Breslin, Morris Chestnut",51870000,0,1,1,1,0,0
392,2013068,Pain & Gain,"Comedy, Crime, Drama",Michael Bay,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub",49870000,1,1,3,3,1,0.004167656
393,2013069,Gangster Squad,"Action, Crime, Drama",Ruben Fleischer,"Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi",4.60E+07,0,1,10,4,3,0.044424779
394,2013070,The Internship,Comedy,Shawn Levy,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",44670000,0,1,2,2,4,0.067755556
395,2013071,Snitch,"Action, Drama, Thriller",Ric Roman Waugh,"Dwayne Johnson, Susan Sarandon, Jon Bernthal, Rafi Gavron",42920000,0,1,1,1,2,0.01489741
396,2013072,Riddick,"Action, Sci-Fi, Thriller",David Twohy,"Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollíæ",4.20E+07,0,1,1,0,2,0.061729569
397,2013073,A Haunted House,"Comedy, Fantasy",Michael Tiddes,"Marlon Wayans, Essence Atkins, Marlene Forte, David Koechner",40040000,0,1,6,6,0,0
398,2013074,47 Ronin,"Action, Adventure, Drama",Carl Rinsch,"Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano",38300000,0,1,4,2,10,0.20474184
399,2013075,August: Osage County,Drama,John Wells,"Meryl Streep, Dermot Mulroney, Julia Roberts, Juliette Lewis",37740000,0,1,9,1,1,0.008914422
400,2013076,Philomena,"Biography, Drama",Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham",37710000,0,1,2,2,5,0.035348665
401,2013077,The Family,"Comedy, Crime, Thriller",Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",36920000,1,1,4,4,5,0.228709199
402,2013078,Walking with Dinosaurs 3D,"Animation, Adventure, Family","Barry Cook, Neil Nightingale","Charlie Rowe, Karl Urban, Angourie Rice, John Leguizamo",36070000,0,1,11,4,8,0.111933642
403,2013079,Carrie,"Drama, Horror",Kimberly Peirce,"Chloí‚ Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday",35270000,0,1,1,1,1,0.007867694
404,2013080,Texas Chainsaw 3D,"Horror, Thriller",John Luessenhop,"Alexandra Daddario, Tania Raymonde, Scott Eastwood, Trey Songz",34330000,0,1,1,0,6,0.087418981
405,2013081,R.I.P.D.,"Action, Comedy, Fantasy",Robert Schwentke,"Ryan Reynolds, Jeff Bridges, Mary-Louise Parker, Kevin Bacon",33590000,0,1,2,2,0,0
406,2013082,Blue Jasmine,Drama,Woody Allen,"Cate Blanchett, Alec Baldwin, Peter Sarsgaard, Sally Hawkins",33400000,1,1,1,1,2,0.02355414
407,2013083,Side Effects,"Crime, Drama, Thriller",Steven Soderbergh,"Rooney Mara, Channing Tatum, Jude Law, Catherine Zeta-Jones",32150000,1,1,4,4,2,0.1615727
408,2013084,Scary Movie 5,Comedy,"Malcolm D. Lee, David Zucker","Simon Rex, Ashley Tisdale, Charlie Sheen, Lindsay Lohan",32010000,0,1,9,9,2,0.010158519
409,2013085,The Mortal Instruments: City of Bones,"Fantasy, Horror, Mystery",Harald Zwart,"Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West",31170000,0,1,5,5,11,0.06569469
410,2013086,Delivery Man,"Comedy, Drama",Ken Scott,"Vince Vaughn, Chris Pratt, Cobie Smulders, Jack Reynor",30660000,0,1,21,1,7,0.161068249
411,2013087,Grudge Match,"Comedy, Sport",Peter Segal,"Robert De Niro, Sylvester Stallone, Kim Basinger, Alan Arkin",29800000,0,1,2,2,17,0.18134963
412,2013088,Kick-Ass 2,"Action, Comedy, Crime",Jeff Wadlow,"Aaron Taylor-Johnson, Chloí‚ Grace Moretz, Christopher Mintz-Plasse, Jim Carrey",28750000,0,1,4,4,3,0.10858457
413,2013089,Oculus,"Horror, Mystery",Mike Flanagan,"Karen Gillan, Brenton Thwaites, Katee Sackhoff, Rory Cochrane",27690000,0,1,2,2,1,0.004082849
414,2013090,Dallas Buyers Club,"Biography, Drama",Jean-Marc Vallí©e,"Matthew McConaughey, Jennifer Garner, Jared Leto, Steve Zahn",27300000,0,1,1,1,2,0.086381306
415,2013091,Rush,"Action, Biography, Drama",Ron Howard,"Daniel Brí_hl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara",26900000,1,1,1,1,0,0
416,2013092,The Host,"Action, Adventure, Romance",Andrew Niccol,"Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger",26620000,1,1,3,3,2,0.210503175
417,2013093,The World's End,"Action, Comedy, Sci-Fi",Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman, Rosamund Pike",2.60E+07,0,1,6,6,6,0.20692
418,2013094,21 & Over,Comedy,"Jon Lucas, Scott Moore","Miles Teller, Justin Chon, Jonathan Keltz, Sarah Wright",25680000,0,0,1,0,5,0.025951039
419,2013095,Her,"Drama, Romance, Sci-Fi",Spike Jonze,"Joaquin Phoenix, Amy Adams, Scarlett Johansson, Rooney Mara",25560000,1,1,1,1,0,0
420,2013096,Escape Plan,"Action, Crime, Mystery",Mikael Hí«fstrí_m,"Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio",25120000,0,1,2,0,1,0.403158031
421,2013097,Don Jon,"Comedy, Drama, Romance",Joseph Gordon-Levitt,"Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza",24480000,1,1,1,1,0,0
422,2013098,The Incredible Burt Wonderstone,Comedy,Don Scardino,"Steve Carell, Luke Vanek, Steve Buscemi, Mason Cook",22530000,0,1,3,3,1,0.199763323
423,2013099,The Big Wedding,Comedy,Justin Zackham,"Robert De Niro, Diane Keaton, Katherine Heigl, Amanda Seyfried",21780000,1,1,9,9,2,0.096287834
424,2013100,Baggage Claim,Comedy,David E. Talbert,"Paula Patton, Taye Diggs, Jill Scott, Djimon Hounsou",21560000,1,1,9,9,14,0.136085926
425,2013101,The Way Way Back,"Comedy, Drama","Nat Faxon, Jim Rash","Steve Carell, Toni Collette, Allison Janney, AnnaSophia Robb",21500000,0,1,7,1,11,0.100344907
426,2013102,The Book Thief,"Drama, War",Brian Percival,"Sophie Ní©lisse, Geoffrey Rush, Emily Watson, Ben Schnetzer",21480000,0,1,2,2,1,0.010719585
427,2013103,Homefront,"Action, Crime, Drama",Gary Fleder,"Jason Statham, James Franco, Winona Ryder, Kate Bosworth",19780000,0,1,3,3,2,0.016618263
428,2013104,Broken City,"Crime, Drama, Thriller",Allen Hughes,"Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright",19690000,0,1,2,2,2,0.057666174
429,2013105,Beautiful Creatures,"Drama, Fantasy, Romance",Richard LaGravenese,"Alice Englert, Viola Davis, Emma Thompson, Alden Ehrenreich",19450000,0,1,7,7,5,0.136731454
430,2013106,Runner Runner,"Crime, Thriller",Brad Furman,"Ben Affleck, Justin Timberlake, Gemma Arterton, Anthony Mackie",19320000,0,1,3,3,10,0.045717037
431,2013107,Admission,"Comedy, Drama, Romance",Paul Weitz,"Tina Fey, Paul Rudd, Nat Wolff, Gloria Reuben",1.80E+07,0,1,2,2,3,0.185445926
432,2013108,Nebraska,"Adventure, Comedy, Drama",Alexander Payne,"Bruce Dern, Will Forte, June Squibb, Bob Odenkirk",17610000,0,1,1,0,3,0.273929688
433,2013109,Parker,"Action, Crime, Romance",Taylor Hackford,"Jason Statham, Jennifer Lopez, Michael Chiklis, Nick Nolte",17610000,0,1,2,1,0,0
434,2013110,Enough Said,"Comedy, Drama, Romance",Nicole Holofcener,"Julia Louis-Dreyfus, James Gandolfini, Catherine Keener, Toni Collette",17540000,1,1,2,2,2,0.11434963
435,2013111,Dark Skies,"Horror, Sci-Fi, Thriller",Scott Stewart,"Keri Russell, Jake Brennan, Josh Hamilton, Dakota Goyo",17410000,0,1,1,0,4,0.105164063
436,2013112,The Counselor,"Crime, Drama, Thriller",Ridley Scott,"Michael Fassbender, Pení©lope Cruz, Cameron Diaz, Javier Bardem",16970000,1,1,5,5,0,0
437,2013113,Begin Again,"Drama, Music",John Carney,"Keira Knightley, Mark Ruffalo, Adam Levine, Hailee Steinfeld",16170000,0,1,2,2,3,0.147362963
438,2013114,Jobs,"Biography, Drama",Joshua Michael Stern,"Ashton Kutcher, Dermot Mulroney, Josh Gad, Lukas Haas",16120000,0,1,1,1,3,0.027546407
439,2013115,Fruitvale Station,"Biography, Drama, Romance",Ryan Coogler,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand",16100000,0,1,1,1,0,0
440,2013116,The Last Exorcism Part II,"Drama, Horror, Thriller",Ed Gass-Donnelly,"Ashley Bell, Julia Garner, Spencer Treat Clark, David Jensen",15150000,0,1,1,0,0,0
441,2013117,Labor Day,"Drama, Romance",Jason Reitman,"Kate Winslet, Josh Brolin, Gattlin Griffith, Clark Gregg",13360000,0,1,2,2,2,0.024
442,2013118,Inside Llewyn Davis,"Drama, Music","Ethan Coen, Joel Coen","Oscar Isaac, Carey Mulligan, John Goodman, Garrett Hedlund",13210000,1,1,1,0,1,0.134223704
443,2013119,The Last Stand,"Action, Crime, Thriller",Jee-woon Kim,"Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro",12030000,1,1,2,2,0,0
444,2013120,Out of the Furnace,"Crime, Drama, Thriller",Scott Cooper,"Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson",11330000,0,1,1,1,1,0.04810961
445,2013121,Dead Man Down,"Action, Crime, Drama",Niels Arden Oplev,"Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard",10880000,0,1,4,3,0,0
446,2013122,Getaway,"Action, Crime, Thriller",Courtney Solomon,"Ethan Hawke, Selena Gomez, Jon Voight, Paul Freeman",10490000,0,1,2,2,5,0.049617778
447,2013123,Peeples,"Comedy, Romance",Tina Gordon Chism,"Craig Robinson, Kerry Washington, David Alan Grier, S. Epatha Merkerson",9120000,0,1,6,6,1,0.032363893
448,2013124,Battle of the Year,"Drama, Music",Benson Lee,"Josh Holloway, Laz Alonso, Josh Peck, Caity Lotz",8890000,0,1,30,8,12,0.330777946
449,2013125,Movie 43,"Comedy, Romance","Elizabeth Banks, Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk","Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber",8830000,0,1,10,10,11,0.087024818
450,2013126,Legends of Oz: Dorothy's Return,"Animation, Adventure, Family","Will Finn, Dan St. Pierre","Lea Michele, Kelsey Grammer, Dan Aykroyd, Jim Belushi",8460000,0,1,10,10,17,0.138878338
451,2013127,Before Midnight,"Drama, Romance",Richard Linklater,"Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Ariane Labed",8110000,1,1,2,2,0,0
452,2013128,Bad Words,"Comedy, Drama",Jason Bateman,"Jason Bateman, Kathryn Hahn, Allison Janney, Rohan Chand",7760000,0,1,1,0,0,0
453,2013129,Paranoia,"Drama, Thriller",Robert Luketic,"Liam Hemsworth, Gary Oldman, Harrison Ford, Amber Heard",7380000,0,1,5,4,0,0
454,2013130,Machete Kills,"Action, Crime, Sci-Fi",Robert Rodriguez,"Danny Trejo, Alexa PenaVega, Mel Gibson, Jessica Alba",7270000,1,1,12,7,1,0.007063798
455,2013131,The Green Inferno,"Adventure, Horror",Eli Roth,"Lorenza Izzo, Ariel Levy, Aaron Burns, Kirby Bliss Blanton",7190000,0,1,1,1,10,0.071879822
456,2013132,Black Nativity,"Drama, Family, Music",Kasi Lemmons,"Forest Whitaker, Angela Bassett, Jennifer Hudson, Mary J. Blige",7020000,0,1,6,6,1,0.012231905
457,2013133,The Spectacular Now,"Comedy, Drama, Romance",James Ponsoldt,"Miles Teller, Shailene Woodley, Kyle Chandler, Jennifer Jason Leigh",6850000,0,1,2,0,9,0.110449004
458,2013134,All Is Lost,"Action, Adventure, Drama",J.C. Chandor,Robert Redford,6260000,0,1,1,0,1,0.004313609
459,2013135,The Bling Ring,"Biography, Crime, Drama",Sofia Coppola,"Katie Chang, Israel Broussard, Emma Watson, Claire Julien",5840000,1,1,5,5,0,0
460,2013136,Closed Circuit,"Crime, Drama, Mystery",John Crowley,"Eric Bana, Rebecca Hall, Jim Broadbent, Ciaríçn Hinds",5730000,0,1,2,2,3,0.014152819
461,2013137,Snowpiercer,"Action, Drama, Sci-Fi",Joon-ho Bong,"Chris Evans, Jamie Bell, Tilda Swinton, Ed Harris",4560000,0,1,9,3,9,0.169602374
462,2013138,The Lunchbox,"Drama, Romance",Ritesh Batra,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey",4230000,0,1,2,2,2,0.034102374
463,2013139,Fading Gigolo,Comedy,John Turturro,"John Turturro, Woody Allen, Sharon Stone, Sofí_a Vergara",3760000,0,1,2,2,2,0.032477172
464,2013140,The To Do List,"Comedy, Romance",Maggie Carey,"Aubrey Plaza, Johnny Simmons, Bill Hader, Alia Shawkat",3450000,0,1,20,0,1,0.010719585
465,2013141,Metallica Through the Never,Music,Nimrí_d Antal,"Dane DeHaan, James Hetfield, Lars Ulrich, Kirk Hammett",3420000,0,1,1,0,0,0
466,2013142,The Fifth Estate,"Biography, Drama, Thriller",Bill Condon,"Benedict Cumberbatch, Daniel Brí_hl, Carice van Houten, Alicia Vikander",3250000,0,1,2,2,0,0
467,2013143,In a World...,Comedy,Lake Bell,"Lake Bell, Fred Melamed, Michaela Watkins, Rob Corddry",2960000,1,1,1,1,1,0.017601481
468,2013144,Home Run,"Drama, Sport",David Boyd,"Scott Elrod, Dorian Brown Pham, Charles Henry Wyson, James Devoti",2860000,0,1,4,2,0,0
469,2013145,Under the Skin,"Drama, Horror, Sci-Fi",Jonathan Glazer,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay, Dougie McConnell",2610000,1,1,1,1,5,0.133128698
470,2013146,Grace Unplugged,"Drama, Music",Brad J. Silverman,"AJ Michalka, Kelly Thiebaud, James Denton, Kevin Pollak",2510000,0,1,1,1,0,0
471,2013147,I'm in Love with a Church Girl,"Drama, Romance",Steve Race,"Michael Madsen, Stephen Baldwin, Zahn McClarnon, Martin Kove",2380000,0,1,4,2,1,0.046413333
472,2013148,Trance,"Crime, Drama, Mystery",Danny Boyle,"James McAvoy, Rosario Dawson, Vincent Cassel, Danny Sapani",2320000,1,1,1,0,3,0.085613333
473,2013149,The East,"Adventure, Crime, Drama",Zal Batmanglij,"Brit Marling, Alexander Skarsgí«rd, Ellen Page, Toby Kebbell",2270000,0,1,9,4,1,0.004652819
474,2013150,The Christmas Candle,"Drama, Family",John Stephenson,"Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy",2210000,0,1,2,0,6,0.461494065
475,2013151,Anchorman 2: The Legend Continues,Comedy,Adam McKay,"Will Ferrell, Christina Applegate, Paul Rudd, Steve Carell",2180000,0,1,4,4,2,0.285185185
476,2013152,Words and Pictures,"Comedy, Drama, Romance",Fred Schepisi,"Clive Owen, Juliette Binoche, Bruce Davison, Amy Brenneman",2170000,0,1,2,2,2,0.01656984
477,2013153,Austenland,"Comedy, Romance",Jerusha Hess,"Keri Russell, JJ Feild, Jennifer Coolidge, Bret McKenzie",2150000,0,1,1,1,1,0.113841246
478,2013154,The Saratov Approach,"Action, Drama, Thriller",Garrett Batty,"Corbin Allred, Maclain Nelson, Nikita Bogolyubov, Alex Veadov",2140000,0,1,2,0,3,0.067419881
479,2013155,The Oscar Nominated Short Films 2013: Animation,Animation,NULL,NULL,2130000,0,1,4,4,0,0
480,2013156,The Immigrant,"Drama, Romance",James Gray,"Marion Cotillard, Joaquin Phoenix, Jeremy Renner, Dagmara Dominczyk",1980000,1,1,3,3,5,0.136599099
481,2013157,Only Lovers Left Alive,"Comedy, Drama, Horror",Jim Jarmusch,"Tilda Swinton, Tom Hiddleston, Mia Wasikowska, John Hurt",1880000,1,1,2,1,3,0.428203264
482,2013158,Stoker,"Drama, Thriller",Chan-wook Park,"Mia Wasikowska, Nicole Kidman, Matthew Goode, Dermot Mulroney",1700000,1,1,3,3,0,0
483,2013159,Locke,Drama,Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott",1360000,1,1,1,1,6,0.115909327
484,2013160,Gimme Shelter,Drama,Ron Krauss,"Vanessa Hudgens, Rosario Dawson, Brendan Fraser, James Earl Jones",1360000,0,1,1,1,6,0.189556213
485,2013161,The Ultimate Life,"Drama, Romance",Michael Landon Jr.,"Logan Bartholomew, Peter Fonda, Ali Hillis, Lee Meriwether",1330000,1,0,7,5,2,0.126438288
486,2013162,The Kings of Summer,"Adventure, Comedy, Drama",Jordan Vogt-Roberts,"Nick Robinson, Gabriel Basso, Moises Arias, Nick Offerman",1290000,0,1,3,0,18,0.207508197
487,2013163,Repentance,"Drama, Horror, Thriller",Philippe Caland,"Anthony Mackie, Forest Whitaker, Sanaa Lathan, Mike Epps",1180000,0,1,5,4,0,0
488,2013164,Kill Your Darlings,"Biography, Drama, Romance",John Krokidas,"Daniel Radcliffe, Dane DeHaan, Michael C. Hall, Ben Foster",1030000,0,1,2,2,0,0
489,2013165,Third Person,"Drama, Romance",Paul Haggis,"Liam Neeson, Mila Kunis, Adrien Brody, Olivia Wilde",1020000,1,1,2,1,1,0.016047478
490,2013166,Short Term 12,Drama,Destin Cretton,"Brie Larson, Frantz Turner, John Gallagher Jr., Kaitlyn Dever",1010000,0,1,1,0,1,0.137274242
491,2014001,American Sniper,"Action, Biography, Drama",Clint Eastwood,"Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis",350120000,1,1,1,1,0,0
492,2014002,The Hunger Games: Mockingjay - Part 1,"Adventure, Sci-Fi, Thriller",Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",337100000,1,1,1,1,0,0
493,2014003,Guardians of the Galaxy,"Action, Adventure, Sci-Fi",James Gunn,"Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana",333130000,1,1,5,2,1,0.015835616
494,2014004,Captain America: The Winter Soldier,"Action, Adventure, Sci-Fi","Anthony Russo, Joe Russo","Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford",259750000,0,1,1,1,5,0.041393175
495,2014005,The Lego Movie,"Animation, Action, Adventure","Phil Lord, Christopher Miller","Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett",257760000,1,1,10,0,2,0.076947445
496,2014006,The Hobbit: The Battle of the Five Armies,"Adventure, Fantasy",Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Cate Blanchett",255110000,0,1,1,0,3,0.019991098
497,2014007,Transformers: Age of Extinction,"Action, Adventure, Sci-Fi",Michael Bay,"Mark Wahlberg, Nicola Peltz, Jack Reynor, Stanley Tucci",245430000,1,1,3,3,0,0
498,2014008,Maleficent,"Action, Adventure, Family",Robert Stromberg,"Angelina Jolie, Elle Fanning, Sharlto Copley, Lesley Manville",241410000,1,1,1,1,0,0
499,2014009,X-Men: Days of Future Past,"Action, Adventure, Sci-Fi",Bryan Singer,"Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy",233910000,1,1,11,4,1,0.059347181
